x	exact	n1	n2	n3	n4	n5	n8	n12	n20	n30	n50
0.689379	1.189379	0.445540	0.963105	1.108365	1.115413	1.135203	1.166051	1.174786	1.177224	1.177107	1.176196
0.691383	1.191383	0.448134	0.966318	1.110084	1.117353	1.137349	1.167994	1.176832	1.179126	1.179165	1.178187
0.693387	1.193387	0.450736	0.969519	1.111790	1.119292	1.139489	1.169941	1.178885	1.181032	1.181226	1.180187
0.695391	1.195391	0.453345	0.972709	1.113484	1.121230	1.141625	1.171890	1.180945	1.182942	1.183291	1.182194
0.697395	1.197395	0.455962	0.975887	1.115166	1.123168	1.143756	1.173843	1.183011	1.184857	1.185358	1.184210
0.699399	1.199399	0.458586	0.979053	1.116835	1.125106	1.145882	1.175800	1.185084	1.186776	1.187429	1.186235
0.701403	1.201403	0.461218	0.982206	1.118493	1.127043	1.148003	1.177759	1.187162	1.188701	1.189502	1.188268
0.703407	1.203407	0.463857	0.985348	1.120140	1.128980	1.150120	1.179723	1.189247	1.190631	1.191577	1.190311
0.705411	1.205411	0.466504	0.988478	1.121775	1.130917	1.152232	1.181689	1.191336	1.192566	1.193654	1.192363
0.707415	1.207415	0.469159	0.991595	1.123399	1.132854	1.154339	1.183659	1.193430	1.194508	1.195732	1.194423
0.709419	1.209419	0.471820	0.994700	1.125011	1.134792	1.156442	1.185633	1.195529	1.196457	1.197810	1.196493
0.711423	1.211423	0.474490	0.997792	1.126613	1.136730	1.158540	1.187610	1.197633	1.198412	1.199890	1.198571
0.713427	1.213427	0.477167	1.000871	1.128205	1.138668	1.160633	1.189591	1.199740	1.200374	1.201969	1.200657
0.715431	1.215431	0.479851	1.003937	1.129786	1.140607	1.162721	1.191575	1.201850	1.202343	1.204048	1.202752
0.717435	1.217435	0.482543	1.006991	1.131356	1.142547	1.164805	1.193562	1.203964	1.204320	1.206127	1.204854
0.719439	1.219439	0.485243	1.010031	1.132917	1.144488	1.166885	1.195553	1.206080	1.206304	1.208205	1.206963
0.721443	1.221443	0.487950	1.013058	1.134468	1.146429	1.168959	1.197547	1.208198	1.208296	1.210281	1.209078
0.723447	1.223447	0.490664	1.016072	1.136009	1.148372	1.171029	1.199545	1.210318	1.210296	1.212356	1.211200
0.725451	1.225451	0.493387	1.019072	1.137540	1.150316	1.173095	1.201545	1.212440	1.212304	1.214428	1.213326
0.727455	1.227455	0.496116	1.022059	1.139063	1.152261	1.175156	1.203549	1.214563	1.214319	1.216498	1.215456
0.729459	1.229459	0.498853	1.025032	1.140577	1.154208	1.177212	1.205556	1.216686	1.216343	1.218566	1.217590
0.731463	1.231463	0.501598	1.027991	1.142081	1.156156	1.179263	1.207566	1.218810	1.218374	1.220630	1.219725
0.733467	1.233467	0.504350	1.030937	1.143577	1.158105	1.181310	1.209579	1.220933	1.220414	1.222692	1.221862
0.735471	1.235471	0.507110	1.033868	1.145065	1.160057	1.183353	1.211595	1.223056	1.222461	1.224749	1.224000
0.737475	1.237475	0.509877	1.036785	1.146545	1.162010	1.185391	1.213613	1.225178	1.224516	1.226803	1.226136
0.739479	1.239479	0.512652	1.039688	1.148017	1.163965	1.187424	1.215635	1.227298	1.226578	1.228853	1.228270
0.741483	1.241483	0.515435	1.042576	1.149481	1.165922	1.189453	1.217658	1.229417	1.228647	1.230899	1.230400
0.743487	1.243487	0.518225	1.045450	1.150938	1.167881	1.191477	1.219685	1.231533	1.230724	1.232940	1.232526
0.745491	1.245491	0.521022	1.048309	1.152388	1.169842	1.193497	1.221713	1.233647	1.232807	1.234977	1.234647
0.747495	1.247495	0.523827	1.051153	1.153830	1.171805	1.195512	1.223744	1.235758	1.234896	1.237009	1.236761
0.749499	1.249499	0.526639	1.053982	1.155266	1.173771	1.197523	1.225777	1.237866	1.236992	1.239036	1.238866
0.751503	1.251503	0.529459	1.056797	1.156696	1.175739	1.199529	1.227812	1.239970	1.239093	1.241059	1.240963
0.753507	1.253507	0.532287	1.059596	1.158119	1.177709	1.201531	1.229849	1.242071	1.241199	1.243076	1.243049
0.755511	1.255511	0.535122	1.062380	1.159536	1.179682	1.203528	1.231888	1.244167	1.243310	1.245089	1.245124
0.757515	1.257515	0.537965	1.065149	1.160948	1.181658	1.205521	1.233928	1.246259	1.245425	1.247097	1.247187
0.759519	1.259519	0.540815	1.067902	1.162354	1.183636	1.207510	1.235970	1.248347	1.247544	1.249100	1.249237
0.761523	1.261523	0.543673	1.070639	1.163755	1.185617	1.209494	1.238013	1.250429	1.249666	1.251098	1.251273
0.763527	1.263527	0.546538	1.073361	1.165151	1.187601	1.211473	1.240057	1.252506	1.251791	1.253091	1.253295
0.765531	1.265531	0.549410	1.076066	1.166542	1.189587	1.213449	1.242102	1.254578	1.253917	1.255080	1.255302
0.767535	1.267535	0.552291	1.078756	1.167929	1.191577	1.215420	1.244148	1.256644	1.256045	1.257064	1.257294
0.769539	1.269539	0.555178	1.081430	1.169311	1.193569	1.217386	1.246195	1.258704	1.258173	1.259044	1.259270
0.771543	1.271543	0.558074	1.084087	1.170690	1.195565	1.219349	1.248242	1.260758	1.260301	1.261020	1.261231
